Date,Production_Quantity,Sales_Price,Cost_Price,Profit_Percent,Market_Share,Customer_Satisfaction,Engine_Size_cc,Mileage_km_l,Warranty_Period_months,Safety_Rating,Color,Monthly_Advertising_Expense,DealershipLocationID
2020-10-07,141,26990.00,54758.00,11.95,4.07,1.57614,5970,8.33365,27,2,White,2008,56
2020-10-08,332,78976.00,18922.00,19.69,8.75,4.64305,4312,17.46475,14,4,Silver,9250,39
2020-10-09,20,65401.00,21417.00,6.01,4.31,4.44880,2912,6.50717,19,2,Silver,4816,5
2020-10-10,730,15364.00,26256.00,14.73,1.48,4.06348,1257,6.80326,37,1,Blue,7183,50
2020-10-11,709,54197.00,34264.00,12.41,4.04,2.87884,5802,12.68818,19,2,Silver,7461,38
2020-10-12,524,33258.00,56891.00,11.88,4.45,4.67453,4612,10.63249,14,4,Silver,6273,5
2020-10-13,976,67186.00,38960.00,17.97,3.15,3.79756,5031,5.13791,45,1,Red,2838,42
2020-10-14,454,17635.00,50118.00,18.35,9.59,2.23624,5906,11.96112,20,1,Black,2431,34
2020-10-15,326,39565.00,32827.00,5.93,3.77,1.45950,2421,7.58485,36,2,Blue,7315,55
2020-10-16,873,53321.00,46169.00,15.39,4.69,2.48816,2701,9.85701,36,2,White,3965,2
2020-10-17,166,23149.00,48221.00,10.53,8.99,3.82467,4793,19.70653,38,4,Black,4129,2
2020-10-18,511,16160.00,18054.00,19.07,4.08,4.26007,4956,15.89410,42,4,Black,3768,54
2020-10-19,194,71682.00,33454.00,14.54,3.06,3.49720,2443,11.10093,35,2,Black,8395,9
2020-10-20,862,33861.00,44171.00,13.96,9.39,2.61747,5127,17.57348,37,3,Silver,3091,49
2020-10-21,272,21121.00,24844.00,6.78,1.79,2.65727,2261,8.20604,21,4,Silver,7996,56
2020-10-22,27,56904.00,35538.00,16.53,9.31,1.14005,2455,19.21874,20,1,White,2413,32
2020-10-23,957,32568.00,38653.00,12.34,6.28,2.29398,2205,5.20057,31,2,Red,6331,21
2020-10-24,798,39986.00,56773.00,13.08,1.63,2.48328,1427,17.84453,14,2,Red,8315,31
2020-10-25,357,74663.00,24315.00,13.00,5.77,1.91341,4658,17.06322,57,3,Blue,8155,11
2020-10-26,668,44362.00,33788.00,16.22,9.81,2.81776,3821,9.48550,34,2,Silver,6046,38
2020-10-27,508,68456.00,41671.00,7.66,0.15,1.61919,3693,10.43347,48,4,Red,1846,59
2020-10-28,207,61720.00,48692.00,15.90,6.66,2.83717,5965,13.14196,47,4,Red,1552,24
2020-10-29,733,46305.00,27968.00,13.56,2.60,2.52843,3859,14.97171,47,4,Black,6549,13
2020-10-30,571,78080.00,43861.00,16.23,6.75,2.01767,1512,11.31551,29,1,Red,4732,38
2020-10-31,523,21023.00,27052.00,13.66,1.19,3.23263,4966,14.66670,39,4,Red,6590,42
2020-11-01,153,69493.00,38553.00,6.37,2.01,3.58709,4087,16.28968,19,4,Black,6631,51
2020-11-02,346,16507.00,13437.00,5.85,3.47,1.28818,2946,15.03875,53,2,White,1511,13
2020-11-03,407,26648.00,31578.00,14.99,2.79,4.52951,1244,17.72976,21,3,Silver,3419,43
2020-11-04,850,77448.00,19729.00,10.50,6.27,2.98486,5413,6.13772,47,3,Silver,2915,1
2020-11-05,820,59960.00,35107.00,19.31,4.56,4.39162,4744,14.37814,25,4,White,2593,21
2020-11-06,623,46712.00,32911.00,12.53,6.11,4.30629,2382,14.33221,15,2,Red,4335,33
2020-11-07,765,68646.00,57899.00,18.73,7.61,4.85320,3187,5.82927,37,3,White,2972,47
2020-11-08,270,74954.00,56361.00,17.03,1.04,3.58909,1579,7.83595,53,1,Silver,8378,9
2020-11-09,552,50911.00,51388.00,13.26,0.33,3.41730,5573,16.98353,30,1,White,9704,45
2020-11-10,944,42234.00,29388.00,9.64,6.68,1.61378,2024,18.56665,30,1,Red,6663,34
2020-11-11,642,77744.00,16625.00,19.08,9.66,1.49347,3303,6.43406,35,3,Blue,3217,1
2020-11-12,976,56762.00,41334.00,5.54,7.27,4.46944,3432,18.23431,29,3,White,2754,12
2020-11-13,893,47400.00,44966.00,11.21,2.20,3.14661,4311,8.10407,51,1,Black,6739,8
2020-11-14,955,44450.00,43591.00,11.71,9.15,1.80086,4807,7.53212,38,2,Black,6690,6
2020-11-15,437,43214.00,17651.00,8.73,1.35,2.32023,2419,17.86988,52,1,Blue,7604,34
2020-11-16,867,63882.00,32570.00,17.83,8.69,3.73945,4476,13.01523,46,3,Blue,3648,4
2020-11-17,648,55969.00,37943.00,7.24,4.53,3.58436,5558,9.74516,45,4,Blue,9307,34
2020-11-18,938,36899.00,52811.00,8.34,3.29,4.49763,2834,17.31984,19,4,White,2164,2
2020-11-19,233,48772.00,14875.00,13.82,5.45,3.87714,2407,18.50167,55,3,Black,7158,21
2020-11-20,308,47404.00,31919.00,7.47,5.22,2.59483,5462,19.37273,24,2,White,1953,8
2020-11-21,327,76886.00,43602.00,8.34,2.10,3.79359,1999,5.66518,13,2,Black,2451,11
2020-11-22,127,48299.00,39988.00,19.63,8.71,1.46550,4324,9.90549,39,1,White,8104,20
2020-11-23,331,76869.00,38545.00,10.84,8.30,4.69697,4778,7.55619,59,3,White,8106,30
2020-11-24,997,44012.00,34197.00,8.84,9.57,4.27422,1214,11.56308,21,2,Silver,5450,34
2020-11-25,458,17016.00,48269.00,13.89,6.39,4.27963,1627,17.67482,35,1,Blue,9219,11
2020-11-26,454,58250.00,50060.00,15.46,8.14,1.54580,2426,8.45296,54,2,Blue,9341,9
2020-11-27,778,73646.00,35774.00,16.29,6.41,1.61541,4133,12.30129,38,3,Blue,8503,56
2020-11-28,921,63087.00,54849.00,7.15,9.18,2.14679,5005,18.38160,34,2,White,9128,1
2020-11-29,650,60297.00,21935.00,12.70,2.73,1.68038,2121,13.73660,32,2,Red,4641,21
2020-11-30,236,67061.00,42058.00,17.80,8.09,3.87875,3195,9.76990,39,1,Black,7976,8
2020-12-01,292,76271.00,13372.00,18.05,7.56,4.24992,4990,11.41921,56,2,Silver,3161,3
2020-12-02,235,36567.00,28775.00,11.78,6.57,4.09654,5281,17.90140,36,3,Black,8210,22
2020-12-03,763,29256.00,47037.00,16.08,4.43,3.02231,4878,14.76868,52,3,Red,6458,8
2020-12-04,139,40030.00,13805.00,19.54,2.00,3.35333,1828,13.58679,25,1,Blue,1632,12
2020-12-05,582,35085.00,19514.00,9.90,5.84,3.15324,2864,8.91407,17,4,White,2372,47
2020-12-06,233,31818.00,42438.00,8.71,9.63,2.50778,3603,19.38081,36,3,Red,8863,2
2020-12-07,420,66383.00,47555.00,6.11,8.40,2.07797,2595,19.59192,44,4,Silver,5820,23
2020-12-08,647,33757.00,14990.00,19.66,1.79,3.64922,4024,13.77498,52,3,Silver,3969,26
2020-12-09,429,51494.00,39462.00,6.31,1.85,4.46574,5398,17.17985,38,4,White,3169,24
2020-12-10,180,29411.00,20739.00,18.93,5.75,4.67916,3669,8.60957,41,3,Silver,4128,45
2020-12-11,101,29362.00,50670.00,5.14,5.83,1.38578,5076,14.76724,20,1,Silver,4587,45
2020-12-12,734,53604.00,55935.00,12.84,6.67,2.49243,2397,6.95681,45,1,Black,5576,51
2020-12-13,966,47550.00,48691.00,17.04,7.88,1.40897,4798,18.31013,41,2,Black,3265,24
2020-12-14,285,75323.00,43661.00,13.48,3.59,1.98455,1466,16.30217,29,2,White,3431,44
2020-12-15,733,39485.00,17292.00,15.20,4.13,2.79580,5783,7.05077,37,3,White,4917,44
2020-12-16,403,75449.00,53549.00,14.35,9.82,2.36133,5638,6.58563,38,1,Blue,2474,45
2020-12-17,134,36403.00,16926.00,9.73,8.88,3.01792,3636,6.57319,35,3,Black,5689,11
2020-12-18,975,15299.00,38356.00,14.19,2.31,4.50448,3614,14.00692,12,3,Blue,6608,56
2020-12-19,825,73686.00,35793.00,10.34,7.23,2.82509,2894,15.43344,34,2,Black,4238,10
2020-12-20,968,54256.00,54264.00,17.08,6.82,1.09068,5792,7.29737,23,4,Silver,9333,43
2020-12-21,396,60611.00,20865.00,5.64,8.10,2.57147,5085,8.39264,23,1,White,6451,18
2020-12-22,917,62908.00,17764.00,13.01,7.09,1.61333,5119,18.46390,45,1,Silver,7072,55
2020-12-23,891,35584.00,58006.00,11.70,7.19,3.03042,3719,5.75203,13,3,White,1549,53
2020-12-24,283,61637.00,29657.00,8.37,4.73,1.28500,5330,7.84340,16,1,Black,9772,41
2020-12-25,206,25912.00,24588.00,19.23,1.01,2.88716,3320,5.03123,36,3,Silver,3790,4
2020-12-26,473,55066.00,57132.00,12.61,9.05,4.30198,5006,5.29052,13,1,Silver,4305,33
2020-12-27,963,29594.00,30203.00,12.23,3.54,3.05868,2676,8.43234,37,1,Silver,2290,53
2020-12-28,395,74596.00,41262.00,9.07,2.50,3.53727,3951,13.59748,30,2,Blue,9981,11
2020-12-29,394,27055.00,28449.00,7.95,0.13,1.96134,2873,13.87841,17,1,White,7055,45
2020-12-30,525,17645.00,35494.00,11.80,3.32,1.96360,3274,7.31407,27,2,White,8131,14
2020-12-31,66,28808.00,42231.00,15.46,1.37,4.71811,4080,8.74389,28,3,Silver,3102,47
2021-01-01,332,33311.00,44006.00,11.56,6.19,4.57974,1294,15.98070,29,2,Red,8290,58
2021-01-02,208,54522.00,18372.00,12.50,3.56,4.56937,4915,12.10190,37,1,White,3457,19
2021-01-03,714,65655.00,31130.00,11.03,5.08,3.22550,3368,15.55742,34,2,Red,8840,56
2021-01-04,332,71643.00,59811.00,14.40,3.32,2.95398,5345,17.79464,32,2,Silver,8974,2
2021-01-05,984,24146.00,40931.00,11.67,8.07,4.78981,3886,15.10425,45,3,Red,5442,1
2021-01-06,128,42078.00,54291.00,16.18,1.33,4.01536,1552,8.02447,54,3,Black,4957,22
2021-01-07,556,74292.00,28003.00,19.43,2.66,1.91489,1920,12.34412,14,1,Blue,6078,34
2021-01-08,361,60352.00,22044.00,10.42,4.58,1.90430,5002,14.03231,14,3,Black,1305,56
2021-01-09,898,20586.00,18468.00,15.95,5.36,1.23044,5393,5.18139,36,1,Silver,7033,58
2021-01-10,838,74312.00,40475.00,15.49,9.45,3.41558,5574,12.44890,44,3,White,8381,53
2021-01-11,137,36044.00,36862.00,14.96,8.25,1.07828,3982,7.93656,19,4,Blue,8582,6
2021-01-12,40,51556.00,51238.00,16.18,7.86,1.95186,4209,19.71814,39,1,Black,5721,28
2021-01-13,487,57177.00,50374.00,5.48,9.71,3.94474,3611,13.48810,36,1,Red,8278,41
2021-01-14,904,66341.00,25471.00,7.76,4.94,2.17738,5558,12.41496,25,3,Black,9516,3
2021-01-15,283,79968.00,22360.00,9.28,9.80,3.31157,2168,10.45291,59,3,Black,4658,32
2021-01-16,334,51894.00,18880.00,14.10,7.22,4.04646,2891,11.25526,24,1,White,8831,8
2021-01-17,202,17767.00,30495.00,17.35,8.05,4.81903,2379,8.00823,29,4,Black,2595,2
2021-01-18,262,74448.00,42133.00,18.48,6.73,4.51824,2196,19.13529,27,3,Blue,8464,43
2021-01-19,717,64201.00,43578.00,19.86,2.32,3.49563,1295,18.56636,21,3,Blue,2562,30
2021-01-20,961,63101.00,13501.00,14.07,5.35,1.58330,3546,9.62649,57,3,Black,4590,12
2021-01-21,709,63988.00,39382.00,12.57,0.68,1.20838,1205,19.73196,17,2,Black,4805,28
2021-01-22,111,34685.00,46252.00,9.93,7.41,4.94777,1463,7.84363,29,3,Red,6421,50
2021-01-23,225,39160.00,44769.00,9.59,9.14,4.16507,1619,7.35823,52,3,Black,8989,24
2021-01-24,269,27059.00,46437.00,15.03,3.02,3.60357,4421,6.80482,57,2,Silver,4420,52
2021-01-25,881,47477.00,34571.00,15.72,7.17,2.16953,4005,14.89970,52,2,Red,5455,32
2021-01-26,272,48625.00,36683.00,11.76,0.57,1.85840,2643,12.41032,35,3,White,3536,42
2021-01-27,211,74044.00,36335.00,7.29,8.94,2.93619,3229,9.90213,17,2,Silver,1322,18
2021-01-28,282,74531.00,14359.00,17.12,2.83,4.90409,2342,9.48488,35,3,Silver,3573,15
2021-01-29,642,26346.00,48091.00,17.59,5.26,2.35361,3499,13.56426,16,4,Red,8907,56
2021-01-30,797,33233.00,24715.00,10.13,1.94,1.31157,2576,13.83565,59,2,White,6242,54
2021-01-31,93,52580.00,25448.00,17.84,6.51,2.85430,2615,6.38665,27,4,White,2710,41
2021-02-01,798,62317.00,37062.00,16.94,9.17,4.67345,5918,14.61706,12,3,Silver,5060,15
2021-02-02,243,31198.00,47497.00,7.31,9.14,1.99626,5655,15.03545,22,3,White,4242,32
2021-02-03,843,74337.00,54616.00,6.70,5.18,3.05710,3971,18.69091,37,4,Black,5435,26
2021-02-04,296,68733.00,14055.00,14.43,3.05,1.73112,1601,16.96145,14,4,Black,4456,34
2021-02-05,958,30781.00,17168.00,15.09,8.77,4.54182,1818,18.05834,55,2,Silver,3552,24
2021-02-06,361,53443.00,15277.00,6.77,9.81,4.39976,4573,8.44557,12,2,Black,8743,6
2021-02-07,689,15256.00,30605.00,12.92,6.12,3.25336,5616,14.96408,27,2,Black,3098,22
2021-02-08,933,30465.00,42549.00,9.75,3.88,4.27490,5580,17.34471,52,3,Red,3852,43
2021-02-09,426,16989.00,23782.00,8.42,7.42,3.42293,1067,6.15971,42,4,White,1073,9
2021-02-10,607,30706.00,40155.00,9.56,0.32,3.68838,1704,12.59977,21,4,Blue,8128,47
2021-02-11,119,52924.00,48747.00,19.42,0.85,2.73137,4501,12.96321,20,4,Black,9315,28
2021-02-12,558,17445.00,14209.00,6.76,1.83,4.15407,4512,13.49681,59,2,Black,5636,2
2021-02-13,651,32422.00,49516.00,12.72,2.19,4.05345,1954,19.70930,56,1,Red,3160,13
2021-02-14,525,28875.00,15571.00,17.47,8.96,3.72932,1156,18.31654,31,2,Red,2577,21
2021-02-15,692,60607.00,55759.00,7.32,2.51,3.57912,1307,12.63754,22,3,Blue,8097,59
2021-02-16,542,30932.00,57554.00,16.24,3.76,2.16962,5686,7.32565,48,1,Silver,3218,45
2021-02-17,117,47402.00,30303.00,15.03,2.78,1.78655,5897,18.57884,48,2,Silver,9272,5
2021-02-18,95,33939.00,59012.00,13.51,6.74,1.38390,4310,10.04484,14,1,Red,9222,17
2021-02-19,218,40977.00,15330.00,17.07,4.50,4.46144,2518,17.14265,53,4,Silver,6300,27
2021-02-20,772,33344.00,48315.00,12.33,2.40,3.33235,5194,19.38409,30,4,White,3652,35
2021-02-21,916,32797.00,44027.00,7.38,9.01,4.44214,4578,8.47184,47,3,Red,3558,17
2021-02-22,74,46958.00,16471.00,17.68,6.03,2.43481,1475,18.91699,53,2,Black,5577,26
2021-02-23,999,34062.00,17903.00,18.07,5.10,1.58792,5214,6.45381,27,3,Red,1156,56
2021-02-24,658,75168.00,56073.00,11.58,9.38,2.56763,4739,10.53686,36,3,Black,5255,47
2021-02-25,114,47504.00,57352.00,9.10,7.55,1.00370,5476,15.76805,53,3,Blue,9583,38
2021-02-26,983,27515.00,35794.00,15.68,5.28,4.78027,4685,17.87284,22,1,Black,8220,60
2021-02-27,958,72102.00,23505.00,15.88,1.33,1.98485,3390,7.90260,37,4,Blue,5730,6
2021-02-28,270,19459.00,59583.00,11.59,8.28,4.66419,3752,17.71418,12,4,Black,8613,26
2021-03-01,525,46411.00,37260.00,19.27,2.63,1.62133,2758,17.12001,41,3,Blue,4912,44
2021-03-02,332,31329.00,41666.00,7.01,0.64,2.54274,3069,10.32275,40,4,Black,7733,41
2021-03-03,268,51205.00,14248.00,17.94,6.79,4.99874,4146,6.31487,17,2,Red,2110,27
2021-03-04,271,51969.00,23074.00,9.85,2.65,2.30058,4715,16.24553,27,4,Red,5249,17
2021-03-05,828,70228.00,13168.00,10.68,7.76,3.56152,1927,12.79100,52,3,Red,1858,8
2021-03-06,703,32040.00,26504.00,11.55,2.10,3.94606,5068,18.59631,26,1,Black,9930,10
2021-03-07,563,19882.00,37995.00,12.19,3.02,2.85248,1596,18.92571,32,1,White,2706,21
2021-03-08,659,55238.00,52906.00,11.39,4.39,3.58511,3589,14.60421,41,4,Red,4937,56
2021-03-09,890,41916.00,12396.00,6.92,6.64,3.72419,4853,14.36572,23,2,Blue,7518,35
2021-03-10,276,59381.00,45810.00,7.55,8.02,1.58742,3037,6.02548,51,1,Black,2764,42
2021-03-11,461,23178.00,29013.00,18.33,2.21,4.85744,1314,6.07688,57,3,White,1123,27
2021-03-12,293,20569.00,30547.00,7.65,5.36,2.85468,1422,8.82981,59,2,White,7504,23
2021-03-13,625,47743.00,25849.00,6.29,3.48,3.03980,5544,19.39982,21,1,White,4120,47
2021-03-14,997,29805.00,59172.00,18.72,6.64,3.41787,4884,13.18800,15,3,Blue,7068,33
2021-03-15,417,26002.00,42593.00,9.20,6.77,4.35433,4394,10.18339,39,1,Red,6478,46
2021-03-16,683,63945.00,45925.00,6.38,1.51,3.83060,5064,9.86203,34,2,White,8139,27
2021-03-17,521,50107.00,33314.00,18.48,7.92,1.02733,4683,10.54079,38,3,Red,8286,34
2021-03-18,94,31727.00,36322.00,6.88,3.74,4.51780,2670,9.36352,25,1,Black,7580,31
2021-03-19,529,23900.00,29452.00,12.21,9.11,3.48367,3207,11.85285,46,3,Blue,2761,20
2021-03-20,228,20629.00,16469.00,8.89,8.15,4.28594,4712,17.97879,56,1,Red,2721,27
2021-03-21,900,45529.00,59595.00,9.91,2.90,1.93896,5692,16.37900,38,1,Red,7116,23
2021-03-22,608,28046.00,32519.00,18.16,9.97,3.25843,1573,17.96045,12,1,Red,8869,18
2021-03-23,17,31917.00,42610.00,12.57,8.70,3.81165,1353,10.15633,29,3,Blue,5774,12
2021-03-24,633,25163.00,34864.00,17.85,3.99,2.84348,5533,19.38707,52,3,Blue,9066,24
2021-03-25,236,73655.00,38641.00,7.44,9.07,4.11516,1987,6.43857,52,2,Red,9489,20
2021-03-26,824,45051.00,33359.00,9.98,7.66,1.13254,3850,13.40191,44,2,Blue,2205,31
2021-03-27,761,65310.00,21653.00,12.62,1.11,4.68992,3956,16.79157,54,4,Silver,7497,3
2021-03-28,120,15514.00,29614.00,10.56,4.39,2.87725,4397,7.74649,43,1,Silver,2372,32
2021-03-29,790,40231.00,32308.00,13.49,2.97,4.36432,1181,13.87667,41,1,White,3971,55
2021-03-30,797,67923.00,20481.00,16.53,6.04,4.40469,4804,13.08911,48,1,Black,7599,12
2021-03-31,897,57997.00,33449.00,11.40,7.71,3.98648,5201,6.39024,51,2,Red,4287,51
2021-04-01,349,25938.00,48488.00,10.36,9.51,2.59957,2259,10.14719,40,4,Blue,9356,5
2021-04-02,502,23442.00,26577.00,18.43,1.07,3.99037,4899,19.93969,13,3,Silver,8893,36
2021-04-03,374,76991.00,22968.00,19.01,8.05,4.04509,2248,10.26804,38,3,Black,6700,34
2021-04-04,32,58924.00,57474.00,19.46,2.85,4.61404,3965,16.68635,26,4,White,5864,26
2021-04-05,460,48056.00,52547.00,13.70,5.47,3.80542,4872,7.95286,35,1,Blue,3794,40
2021-04-06,344,39792.00,31474.00,19.03,3.32,1.64249,2239,19.45086,29,4,Silver,6928,1
2021-04-07,846,30266.00,44428.00,7.51,8.09,4.19230,3906,10.52398,48,2,Blue,5402,18
2021-04-08,216,66910.00,43127.00,10.03,9.74,3.43108,2583,6.15053,24,4,Black,2285,59
2021-04-09,488,54739.00,12417.00,14.64,3.95,2.72900,3591,8.81194,59,1,Silver,5049,19
2021-04-10,232,53326.00,58576.00,9.42,2.12,4.79320,3247,11.22179,25,3,Silver,6232,3
2021-04-11,287,30092.00,28222.00,6.22,1.55,1.41855,5372,10.54068,52,4,Red,5307,8
2021-04-12,383,33152.00,43614.00,11.28,2.03,2.76431,2563,19.52072,27,3,Red,3694,54
2021-04-13,730,73505.00,44524.00,15.66,9.46,4.69432,3925,16.24665,27,2,Silver,7585,36
2021-04-14,668,78531.00,44042.00,16.99,1.62,1.15768,5708,10.40753,25,1,Black,8238,43
2021-04-15,362,74917.00,25124.00,14.52,0.95,1.50962,3022,5.69649,14,1,Blue,1149,29
2021-04-16,379,78689.00,48416.00,6.01,7.95,3.20972,5747,9.53939,22,2,Red,2703,31
2021-04-17,603,33552.00,33568.00,12.27,1.07,2.88881,3396,15.64855,24,2,Blue,4326,38
2021-04-18,980,30188.00,55185.00,18.96,4.13,2.43321,2793,9.13118,54,1,White,6148,27
2021-04-19,275,33253.00,47028.00,17.30,6.32,3.58293,4517,12.78386,28,3,Blue,4559,52
2021-04-20,452,57742.00,18728.00,15.64,5.62,3.16259,3868,16.57997,14,1,Silver,5981,6
2021-04-21,616,71461.00,23824.00,11.02,3.23,4.15812,4029,14.23664,28,2,White,9163,22
2021-04-22,270,22668.00,51494.00,13.19,7.37,2.35649,3571,18.78475,33,1,White,4922,20
2021-04-23,694,75108.00,49652.00,7.47,8.48,2.38059,2364,18.99705,45,1,Silver,2780,33
2021-04-24,171,65645.00,34892.00,6.89,4.63,2.97660,3105,6.82415,58,1,Red,5002,27
2021-04-25,665,56594.00,51865.00,18.15,5.53,3.30220,2046,7.08617,41,2,Red,9004,59
2021-04-26,264,40893.00,42057.00,6.35,6.40,4.66577,2452,19.37231,43,1,Red,8386,47
2021-04-27,716,67428.00,21988.00,19.24,4.68,1.94428,3410,10.85239,25,1,White,4293,14
2021-04-28,455,59110.00,16444.00,7.92,1.92,3.36776,2703,11.06935,16,3,Silver,7067,4
2021-04-29,690,43105.00,52001.00,11.74,3.86,1.79657,4576,17.04649,29,3,Red,2635,44
2021-04-30,666,29183.00,27699.00,19.00,2.38,2.60507,3996,17.85760,17,1,Black,3979,42
2021-05-01,87,75699.00,47216.00,8.60,0.50,1.62826,3109,7.33031,52,3,White,7492,56
2021-05-02,159,70781.00,51471.00,5.35,6.90,2.58716,2625,5.35651,20,3,Black,2074,16
2021-05-03,903,49782.00,42414.00,13.99,4.60,4.62423,3045,6.22609,17,3,Black,4938,17
2021-05-04,341,45483.00,34998.00,13.37,1.94,4.05815,4388,17.69170,51,2,Blue,2696,50
2021-05-05,515,56316.00,16344.00,12.91,2.08,1.40030,4610,14.80512,47,1,Black,1771,50
2021-05-06,603,39853.00,52208.00,14.79,5.01,2.45118,3953,13.93134,25,1,White,7646,3
2021-05-07,633,39582.00,16683.00,10.51,9.70,3.95665,3909,5.39198,49,2,White,1115,55
2021-05-08,579,23803.00,26286.00,10.46,6.55,4.83064,5953,17.89841,56,3,White,3591,37
2021-05-09,559,17882.00,44671.00,19.54,4.81,3.27669,2507,9.66409,32,3,White,6579,40
2021-05-10,724,72077.00,14250.00,5.94,5.76,1.82808,5600,13.98890,24,1,Black,7847,22
2021-05-11,371,70590.00,31816.00,16.98,5.61,4.35295,3182,17.61118,27,4,Blue,3510,44
2021-05-12,780,58539.00,53593.00,15.53,8.79,2.72270,3389,8.94557,26,4,Silver,9854,16
2021-05-13,130,37276.00,16262.00,5.75,1.19,4.64793,3837,8.13102,50,4,Red,7838,56
2021-05-14,737,66920.00,47467.00,14.27,9.53,4.70677,2868,8.64709,57,4,Silver,7344,2
2021-05-15,208,55145.00,43757.00,15.84,2.79,2.42271,5005,16.23638,16,1,Black,3627,21
2021-05-16,542,18750.00,13582.00,7.07,2.38,2.20390,4323,13.36789,15,3,Red,3129,22
2021-05-17,30,50405.00,51419.00,13.58,7.52,1.93731,3545,5.22069,53,1,Blue,5766,11
2021-05-18,199,28694.00,19424.00,16.46,8.07,2.67351,5218,6.45112,46,1,Silver,9990,6
2021-05-19,368,49539.00,37512.00,10.57,1.57,1.70062,3289,19.88713,18,4,Silver,2389,15
2021-05-20,911,37446.00,39655.00,19.80,4.99,4.86843,3748,9.41109,27,4,Black,1084,6
2021-05-21,59,57661.00,45916.00,5.48,8.73,3.00265,5607,15.85571,12,1,Blue,5649,31
2021-05-22,335,47025.00,36620.00,10.20,9.44,3.50433,2892,8.74004,34,2,Silver,2895,2
2021-05-23,383,37029.00,54307.00,20.00,5.04,1.18750,5715,18.85026,40,2,Blue,7782,12
2021-05-24,858,40557.00,26766.00,13.76,5.92,2.77773,5539,8.56896,19,4,White,2408,38
2021-05-25,982,66644.00,43042.00,11.88,3.96,2.56580,5293,16.48493,41,3,Black,2659,37
2021-05-26,928,23485.00,21110.00,6.29,2.94,3.83063,5642,19.71207,30,1,Black,7901,14
2021-05-27,766,66498.00,21717.00,10.02,1.68,2.15322,5154,6.08799,41,3,Red,4975,52
2021-05-28,700,66561.00,24733.00,16.12,1.02,4.02213,2218,9.30650,46,1,Silver,4363,16
2021-05-29,217,20864.00,56306.00,15.65,0.46,3.06108,5220,19.40257,18,2,Black,1316,25
2021-05-30,305,56220.00,26793.00,5.87,0.56,2.86990,5748,13.98479,58,2,White,2777,33
2021-05-31,974,35058.00,33498.00,14.55,5.17,1.39468,3624,10.91495,29,4,Blue,9089,39
2021-06-01,945,29265.00,18707.00,5.65,1.33,3.28197,4904,17.35323,48,1,Black,6721,18
2021-06-02,283,66158.00,43211.00,10.58,1.85,2.90383,4299,15.96681,24,2,Blue,6534,14
2021-06-03,442,15334.00,27308.00,15.60,9.76,2.68166,4828,5.64555,46,3,Blue,2732,18
2021-06-04,361,46985.00,58063.00,16.23,1.88,3.08790,5806,12.85898,13,1,Red,6924,43
2021-06-05,36,27110.00,30717.00,8.15,0.74,4.14631,5814,8.50953,41,1,Red,3982,35
2021-06-06,39,27330.00,29365.00,8.41,6.42,4.89672,2032,17.95354,20,1,Blue,7823,8
2021-06-07,661,75115.00,13601.00,9.77,4.50,4.76831,3861,13.56974,52,4,White,3057,31
2021-06-08,393,36401.00,52410.00,15.37,2.75,1.60277,5770,5.68818,19,3,Black,3226,53
2021-06-09,752,30198.00,38676.00,18.99,8.65,4.95862,5269,9.84897,38,1,Silver,3563,23
2021-06-10,331,33608.00,14203.00,16.75,8.94,3.86082,3644,7.23984,54,4,Blue,4740,23
2021-06-11,388,35516.00,41567.00,11.69,5.30,4.23805,3437,7.31122,50,4,Black,8409,15
2021-06-12,935,49699.00,47473.00,16.59,8.89,4.21359,2873,8.13515,33,4,White,9487,5
2021-06-13,824,50766.00,45048.00,9.02,6.94,1.13270,1105,10.40645,35,3,Blue,3582,52
2021-06-14,263,24950.00,26958.00,7.04,8.10,2.74177,2457,15.36475,19,3,Silver,1821,38
2021-06-15,757,19666.00,47930.00,15.61,4.96,3.76882,2166,10.39081,21,1,White,7896,42
2021-06-16,58,53422.00,41116.00,13.34,1.31,4.60772,3314,8.40994,45,1,Black,4855,47
2021-06-17,129,24793.00,50092.00,9.04,0.90,2.61837,4951,10.64267,31,3,White,9775,46
2021-06-18,240,20995.00,15167.00,14.62,3.53,2.06820,5494,17.56008,48,3,Red,8657,14
2021-06-19,573,77068.00,30768.00,16.23,9.09,1.46511,1960,7.86146,36,2,White,9711,39
2021-06-20,905,78898.00,29383.00,13.52,2.51,3.74881,3270,15.35940,12,1,Blue,5759,56
2021-06-21,13,48744.00,26319.00,16.43,3.79,4.93168,2812,11.84440,44,1,White,1943,29
2021-06-22,859,56616.00,29111.00,14.44,8.00,2.52476,3800,10.12416,21,2,Red,7858,35
2021-06-23,328,51576.00,23373.00,9.81,3.19,4.79114,3002,16.78019,55,2,Black,3254,41
2021-06-24,475,19304.00,37892.00,7.77,0.70,1.52812,4108,16.94506,59,4,Black,5469,57
2021-06-25,14,73181.00,40912.00,17.95,7.14,1.78903,1572,7.22299,41,1,White,2352,52
2021-06-26,988,37666.00,58553.00,17.13,2.80,1.04364,5687,17.14999,47,2,Black,4234,49
2021-06-27,91,39523.00,18501.00,5.21,4.03,4.34296,5814,13.44766,48,1,Black,6610,53
2021-06-28,748,68781.00,54898.00,12.73,5.22,2.92210,2695,11.58950,21,4,Blue,9266,53
2021-06-29,717,54140.00,24973.00,7.05,3.82,3.15510,1372,5.63070,57,2,Black,6179,8
